id_status;NIM;email;nama;semester;program_studi;no_whatsapp;CV;portofolio;IPK;status;domisili;ketersediaan;tools;sync_date
SS0135;20200135;20200135@student.uns.ac.id;Devi Puspitasari;9;Teknik Sipil;81375790323;Ada;Ada;3.4;Active;Karanganyar;Available;Revit, AutoCAD, ETABS;13/12/2024
SS0136;20190136;20190136@student.uns.ac.id;Rendy Prasetya;11;Farmasi;81224130078;Ada;Tidak Ada;3.2;Active;Surakarta;Tidak Aktif;Mendeley, R;22/11/2023
SS0137;20220137;20220137@student.uns.ac.id;Laila Oktaviani;5;Teknik Mesin;83850959145;Ada;Tidak Ada;3.54;Active;Semarang;Placed;CATIA, SolidWorks;29/12/2023
SS0138;20190138;20190138@student.uns.ac.id;Lestari Wijaya;11;Manajemen;82186518142;Ada;Ada;3.58;Active;Surakarta;Tidak Aktif;Canva, Excel, Google Analytics, SQL, SPSS;16/01/2025
SS0139;20190139;20190139@student.uns.ac.id;Teguh Wardani;11;Teknik Industri;85646217643;Ada;Ada;3.52;Active;Yogyakarta;Available;Arena Simulation, SolidWorks, MATLAB;21/12/2024
SS0140;20230140;20230140@student.uns.ac.id;Dafa Safitri;2;Teknik Sipil;81278869858;Ada;Ada;2.75;Active;Surakarta;Placed;ETABS, SketchUp, Revit, SAP2000, MS Project;23/01/2024
SS0141;20210141;20210141@student.uns.ac.id;Anggi Santoso;5;Pendidikan Teknik Informatika;82164187939;Ada;Ada;3.54;Active;Yogyakarta;Placed;Moodle, HTML/CSS, Git, Scratch;24/01/2024
SS0142;20210142;20210142@student.uns.ac.id;Nisa Anggara;5;Akuntansi;81616459824;Ada;Ada;3.29;Active;Bandung;Available;Zahir, SQL, Jurnal.id;20/05/2024
SS0143;20230143;20230143@student.uns.ac.id;Prita Pratama;2;Teknik Industri;82265187569;Ada;Ada;2.74;Active;Bandung;Available;Arena Simulation, Excel, Minitab, Python;15/01/2025
SS0144;20200144;20200144@student.uns.ac.id;Nurul Fitriani;7;Teknik Sipil;85627357125;Ada;Ada;3.26;Lulus;Malang;Tidak Aktif;SAP2000, Revit, SketchUp, MS Project, ETABS;13/09/2024
SS0145;20210145;20210145@student.uns.ac.id;Lestari Santoso;5;Sistem Informasi;83895915324;Ada;Ada;2.88;Active;Surakarta;Placed;Java, SQL, Excel, ERPNext, Python;19/12/2024
SS0146;20200146;20200146@student.uns.ac.id;Zahra Saputra;9;Informatika;85878369030;Tidak Ada;Tidak Ada;3.54;Active;Boyolali;Tidak Aktif;SQL, Laravel;10/03/2023
SS0147;20210147;20210147@student.uns.ac.id;Eka Wijaya;6;Ilmu Hukum;83856849977;Ada;Ada;2.26;Active;Yogyakarta;Available;LexisNexis, Westlaw, Mendeley, Microsoft Office, JDIH;06/11/2023
SS0148;20230148;20230148@student.uns.ac.id;Farhan Firdaus;2;Sastra Inggris;87814337004;Ada;Tidak Ada;3.28;Active;Surakarta;Available;SDL Trados, CAT Tools, Grammarly;01/07/2024
SS0149;20220149;20220149@student.uns.ac.id;Dwi Rahmawati;4;Akuntansi;83871638762;Ada;Ada;3.35;Active;Jakarta;Available;SAP, Zahir;12/07/2023
SS0150;20230150;20230150@student.uns.ac.id;Nurul Hartono;2;Statistika;85886618248;Ada;Ada;3.04;Active;Bogor;Tidak Aktif;SAS, Power BI, MATLAB;27/06/2024
SS0151;20220151;20220151@student.uns.ac.id;Eka Permana;5;Sistem Informasi;85719887263;Tidak Ada;Tidak Ada;3.04;Active;Semarang;Tidak Aktif;BPMN, Power BI, SQL;24/01/2025
SS0152;20220152;20220152@student.uns.ac.id;Fajar Cahyani;3;Sistem Informasi;85200713204;Ada;Ada;2.96;Active;Boyolali;Tidak Aktif;BPMN, ERPNext, Tableau;13/08/2023
SS0153;20220153;20220153@student.uns.ac.id;Tasya Hakim;4;Manajemen;87766045689;Ada;Ada;3.54;Inactive;Surakarta;Tidak Aktif;SAP, Canva, Excel;23/12/2023
SS0154;20230154;20230154@student.uns.ac.id;Guntur Hidayat;3;Manajemen;87776576664;Ada;Ada;3.44;Lulus;Semarang;Tidak Aktif;SPSS, Excel, SQL;15/02/2023
SS0155;20210155;20210155@student.uns.ac.id;Citra Wardani;5;Teknik Mesin;82196455217;Ada;Tidak Ada;3.41;Inactive;Semarang;Tidak Aktif;CNC Programming, ANSYS, MATLAB;10/04/2023
SS0156;20210156;20210156@student.uns.ac.id;Sinta Puspitasari;6;Akuntansi;87754422061;Ada;Ada;3.27;Active;Surakarta;Placed;Zahir, Power BI, Excel, MYOB, SQL;09/05/2023
SS0157;20220157;20220157@student.uns.ac.id;Lina Nugroho;5;Manajemen;82286400672;Ada;Tidak Ada;3.24;Active;Yogyakarta;Tidak Aktif;Power BI, Excel, SPSS;13/09/2024
SS0158;20210158;20210158@student.uns.ac.id;Maya Febriani;5;Informatika;81231839330;Ada;Ada;2.36;Active;Bandung;Available;Laravel, Node.js, C++, Python;20/01/2025
SS0159;20230159;20230159@student.uns.ac.id;Hendra Maulana;2;Teknik Industri;85858755245;Ada;Ada;3.52;Active;Semarang;Placed;SAP, Arena Simulation, Excel, AutoCAD;05/08/2023
SS0160;20200160;20200160@student.uns.ac.id;Gita Suryadi;7;Informatika;85878351798;Tidak Ada;Ada;3.58;Cuti;Bekasi;Tidak Aktif;Flutter, C++, Go, SQL;04/06/2024
SS0161;20200161;20200161@student.uns.ac.id;Mira Setiawan;8;Desain Komunikasi Visual;85263389586;Ada;Ada;3.41;Active;Yogyakarta;Available;InDesign, Figma, Sketch, Blender, Canva;24/06/2023
SS0162;20220162;20220162@student.uns.ac.id;Gilang Oktaviani;3;Akuntansi;85619991624;Ada;Ada;3.21;Inactive;Boyolali;Tidak Aktif;Zahir, MYOB, Accurate;12/04/2023
SS0163;20230163;20230163@student.uns.ac.id;Dinda Hartono;2;Manajemen;85384268517;Ada;Ada;3.77;Lulus;Jakarta;Tidak Aktif;SQL, Power BI;28/10/2024
SS0164;20230164;20230164@student.uns.ac.id;Maya Prasetya;3;Akuntansi;81227190952;Ada;Ada;3.63;Active;Malang;Placed;Accurate, Excel;09/12/2023
SS0165;20230165;20230165@student.uns.ac.id;Luthfi Rahmawati;2;Manajemen;81551904562;Ada;Ada;3.42;Lulus;Surabaya;Tidak Aktif;Power BI, Google Analytics, SPSS, Excel;10/04/2023
SS0166;20230166;20230166@student.uns.ac.id;Bunga Fitriani;2;Sistem Informasi;82239350824;Ada;Ada;2.94;Active;Surakarta;Available;BPMN, SAP, Power BI, Excel, SQL;21/06/2023
SS0167;20200167;20200167@student.uns.ac.id;Zaki Ramadhani;9;Teknik Elektro;81275598414;Ada;Ada;2.98;Active;Jakarta;Placed;Eagle PCB, Arduino, C/C++, MATLAB;18/02/2024
SS0168;20230168;20230168@student.uns.ac.id;Joko Handoko;2;Akuntansi;85750933280;Ada;Ada;3.16;Active;Surakarta;Available;Power BI, SAP, Accurate, Zahir;04/02/2024
SS0169;20230169;20230169@student.uns.ac.id;Bella Ramadhani;2;Teknik Industri;85207718235;Ada;Ada;3.4;Inactive;Semarang;Tidak Aktif;Excel, Minitab, Arena Simulation;27/05/2023
SS0170;20220170;20220170@student.uns.ac.id;Irfan Ardiansyah;4;Farmasi;85854761727;Tidak Ada;Tidak Ada;3.38;Active;Surakarta;Available;R, ChemDraw, Microsoft Office, Mendeley, SPSS;21/04/2024
SS0171;20210171;20210171@student.uns.ac.id;Vino Prabowo;5;Teknik Elektro;87866153939;Ada;Ada;3.75;Active;Tangerang;Tidak Aktif;Arduino, MATLAB, Verilog;09/05/2024
SS0172;20220172;20220172@student.uns.ac.id;Prasetyo Permana;5;Sistem Informasi;85801343390;Ada;Ada;3.87;Active;Karanganyar;Placed;ERPNext, SAP, Power BI, Excel, Java;03/05/2024
SS0173;20210173;20210173@student.uns.ac.id;Anggi Sulistyo;7;Akuntansi;85777339129;Ada;Ada;3.47;Active;Bekasi;Available;Power BI, Accurate, SAP, SQL;27/03/2023
SS0174;20230174;20230174@student.uns.ac.id;Oscar Mahendra;3;Agroteknologi;85893955714;Ada;Ada;2.36;Active;Magelang;Placed;Drone Mapping, QGIS, SPSS;07/03/2024
SS0175;20230175;20230175@student.uns.ac.id;Rendy Sulistyo;3;Informatika;85665910044;Tidak Ada;Ada;3.06;Active;Jakarta;Available;C++, Docker;08/12/2023
SS0176;20200176;20200176@student.uns.ac.id;Lutfia Sari;8;Manajemen;85269142200;Ada;Ada;3.45;Active;Surakarta;Tidak Aktif;Canva, SQL, Excel, Power BI;31/05/2024
SS0177;20210177;20210177@student.uns.ac.id;Kevin Mahendra;7;Manajemen;81287857109;Ada;Tidak Ada;3.05;Inactive;Bekasi;Tidak Aktif;Excel, SQL, Google Analytics;13/11/2023
SS0178;20230178;20230178@student.uns.ac.id;Luthfi Ardiansyah;2;Teknik Mesin;85363258677;Ada;Tidak Ada;3.29;Active;Magelang;Available;AutoCAD, CNC Programming, CATIA;25/11/2023
SS0179;20230179;20230179@student.uns.ac.id;Amelia Ramadhan;2;Ekonomi Pembangunan;85303446332;Ada;Tidak Ada;3.67;Lulus;Malang;Tidak Aktif;Tableau, SPSS, Python, Stata;10/01/2024
SS0180;20220180;20220180@student.uns.ac.id;Wulan Oktaviani;5;Psikologi;81515463517;Ada;Tidak Ada;3.03;Active;Malang;Available;NVivo, Qualtrics, Excel, Google Forms, Jamovi;14/09/2023
SS0181;20210181;20210181@student.uns.ac.id;Umar Ardiansyah;7;Informatika;85365959656;Ada;Tidak Ada;3.03;Active;Karanganyar;Available;Python, JavaScript, Docker;24/09/2023
SS0182;20190182;20190182@student.uns.ac.id;Bagus Dewi;10;Manajemen;83842109222;Ada;Ada;3.03;Active;Surakarta;Placed;SPSS, Power BI, Google Analytics, Excel;05/09/2023
SS0183;20210183;20210183@student.uns.ac.id;Vina Hakim;7;Akuntansi;82137660414;Ada;Ada;3.61;Active;Karanganyar;Available;Power BI, Zahir;10/02/2024
SS0184;20200184;20200184@student.uns.ac.id;Tika Sari;9;Informatika;82272298210;Ada;Ada;3.09;Active;Semarang;Tidak Aktif;Laravel, Node.js, Git, Go;15/09/2024
SS0185;20220185;20220185@student.uns.ac.id;Yoga Cahyani;4;Psikologi;82195014962;Tidak Ada;Ada;3.02;Lulus;Surakarta;Tidak Aktif;Jamovi, Google Forms, Excel, Qualtrics, SPSS;14/06/2024
SS0186;20220186;20220186@student.uns.ac.id;Gilang Prasetya;5;Desain Komunikasi Visual;81287834767;Ada;Tidak Ada;2.93;Lulus;Malang;Tidak Aktif;InDesign, Adobe After Effects, Sketch;22/10/2024
SS0187;20220187;20220187@student.uns.ac.id;Dimas Mahendra;4;Akuntansi;87894836094;Ada;Ada;3.41;Active;Jakarta;Placed;SAP, SQL;01/07/2023
SS0188;20210188;20210188@student.uns.ac.id;Mega Putra;7;Farmasi;85892562972;Ada;Ada;3.81;Active;Yogyakarta;Placed;Microsoft Office, Mendeley, R, Python, SPSS;30/05/2024
SS0189;20210189;20210189@student.uns.ac.id;Naufal Nugraha;6;Sistem Informasi;85346892704;Ada;Ada;3.01;Active;Jakarta;Placed;BPMN, Python;12/02/2024
SS0190;20210190;20210190@student.uns.ac.id;Ilham Ningsih;6;Desain Komunikasi Visual;81305149618;Ada;Ada;2.94;Active;Surakarta;Available;InDesign, Adobe Illustrator, Canva, Adobe After Effects, Adobe Photoshop;03/08/2023
SS0191;20190191;20190191@student.uns.ac.id;Isna Maulana;11;Manajemen;85688792449;Ada;Ada;4;Active;Karanganyar;Available;SPSS, SAP, Google Analytics, Canva, Excel;24/06/2024
SS0192;20230192;20230192@student.uns.ac.id;Lutfia Saputra;3;Psikologi;87895613440;Ada;Ada;3.25;Active;Klaten;Available;NVivo, Qualtrics;13/03/2023
SS0193;20230193;20230193@student.uns.ac.id;Aldi Oktaviani;2;Teknik Industri;85234769123;Ada;Tidak Ada;3.92;Active;Boyolali;Placed;MATLAB, AutoCAD, Excel, Arena Simulation;08/05/2023
SS0194;20210194;20210194@student.uns.ac.id;Winda Wijaya;7;Ilmu Komunikasi;85322016318;Ada;Ada;3.31;Lulus;Semarang;Tidak Aktif;Figma, CapCut, Hootsuite, Canva, WordPress;23/10/2023
SS0195;20220195;20220195@student.uns.ac.id;Budi Pratama;3;Ilmu Komunikasi;81333631409;Ada;Ada;3.71;Active;Surabaya;Placed;Google Analytics, Canva, Hootsuite, Adobe Premiere;10/10/2023
SS0196;20220196;20220196@student.uns.ac.id;Kevin Firdaus;3;Informatika;81212959031;Ada;Ada;2.79;Active;Bogor;Available;Python, Java, Laravel;05/12/2023
SS0197;20220197;20220197@student.uns.ac.id;Laila Cahyani;5;Teknik Elektro;81219176532;Ada;Ada;2.66;Active;Depok;Placed;Eagle PCB, Proteus, Arduino, Verilog;10/01/2025
SS0198;20230198;20230198@student.uns.ac.id;Nadya Wijaya;2;Teknik Industri;81354746911;Tidak Ada;Ada;2.92;Active;Karanganyar;Available;Arena Simulation, MATLAB, SAP, SolidWorks;22/12/2024
SS0199;20210199;20210199@student.uns.ac.id;Guntur Handayani;6;Desain Komunikasi Visual;82104009380;Ada;Ada;3.59;Cuti;Klaten;Tidak Aktif;InDesign, Blender, Adobe After Effects, Figma, Adobe Photoshop;29/05/2023
SS0200;20230200;20230200@student.uns.ac.id;Satria Cahyani;3;Statistika;87800593241;Ada;Tidak Ada;3.32;Active;Klaten;Placed;R, SQL;28/11/2023
SS0201;20220201;20220201@student.uns.ac.id;Rangga Sulistyo;3;Psikologi;82102131167;Ada;Tidak Ada;3.29;Active;Surakarta;Available;Google Forms, Excel, Jamovi, NVivo;20/07/2023
SS0202;20220202;20220202@student.uns.ac.id;Kartika Adriansyah;5;Pendidikan Teknik Informatika;81211678116;Ada;Ada;3.25;Active;Bogor;Tidak Aktif;SQL, Python, HTML/CSS, Git;03/10/2023
SS0203;20230203;20230203@student.uns.ac.id;Anisa Sulistyo;3;Akuntansi;81353864267;Ada;Ada;3.12;Active;Surakarta;Available;Zahir, Excel, Accurate;13/08/2023
SS0204;20210204;20210204@student.uns.ac.id;Kevin Putra;7;Informatika;85830405319;Ada;Ada;3.7;Active;Karanganyar;Placed;Go, React, Laravel;25/01/2025
SS0205;20220205;20220205@student.uns.ac.id;Dimas Rahmawati;4;Teknik Mesin;85785284677;Ada;Ada;3.44;Active;Karanganyar;Available;SolidWorks, AutoCAD, MATLAB, CNC Programming, CATIA;09/05/2023
SS0206;20200206;20200206@student.uns.ac.id;Mega Kusuma;9;Manajemen;85630764405;Ada;Ada;3.5;Active;Karanganyar;Available;SPSS, Canva, Power BI, Excel;19/03/2023
SS0207;20230207;20230207@student.uns.ac.id;Umar Prabowo;2;Statistika;87797328290;Ada;Ada;2.76;Active;Surakarta;Placed;SPSS, MATLAB;26/01/2025
SS0208;20200208;20200208@student.uns.ac.id;Irfan Pratama;7;Teknik Mesin;85706368019;Ada;Tidak Ada;3.25;Active;Surakarta;Placed;CNC Programming, MATLAB, CATIA, SolidWorks;31/05/2024
SS0209;20220209;20220209@student.uns.ac.id;Bella Utami;4;Teknik Elektro;85347117064;Tidak Ada;Ada;3.87;Lulus;Surakarta;Tidak Aktif;Eagle PCB, MATLAB, Proteus, Verilog;30/09/2023
SS0210;20220210;20220210@student.uns.ac.id;Sinta Prasetya;5;Agroteknologi;81324079044;Ada;Tidak Ada;3.07;Inactive;Surakarta;Tidak Aktif;AutoCAD, ArcGIS, SPSS, R;17/03/2023
SS0211;20220211;20220211@student.uns.ac.id;Pandu Pangestu;5;Pendidikan Teknik Informatika;81345676776;Ada;Ada;3.69;Inactive;Klaten;Tidak Aktif;HTML/CSS, JavaScript;23/02/2024
SS0212;20230212;20230212@student.uns.ac.id;Indah Permana;3;Ekonomi Pembangunan;82117645177;Ada;Ada;3.01;Active;Klaten;Placed;Tableau, Excel;15/01/2025
SS0213;20220213;20220213@student.uns.ac.id;Irfan Firmansyah;5;Desain Komunikasi Visual;85778277253;Ada;Tidak Ada;3.21;Active;Karanganyar;Placed;Adobe Photoshop, Adobe After Effects, Canva, Adobe Illustrator;07/04/2024
SS0214;20220214;20220214@student.uns.ac.id;Rafi Hakim;5;Ilmu Komunikasi;83873587272;Ada;Ada;3.28;Active;Boyolali;Placed;Canva, WordPress, Google Analytics;24/02/2024
SS0215;20220215;20220215@student.uns.ac.id;Naufal Cahyani;5;Statistika;85709398663;Ada;Ada;2.46;Active;Depok;Tidak Aktif;SQL, Power BI, Excel, R;03/09/2024
SS0216;20220216;20220216@student.uns.ac.id;Tasya Cahyono;4;Teknik Industri;83835652391;Ada;Ada;3.04;Active;Yogyakarta;Tidak Aktif;SolidWorks, Minitab, AutoCAD, Excel, Arena Simulation;02/07/2024
SS0217;20220217;20220217@student.uns.ac.id;Hasna Anggara;3;Manajemen;81633406201;Tidak Ada;Tidak Ada;2.14;Cuti;Surabaya;Tidak Aktif;Google Analytics, SAP, SQL, SPSS, Excel;22/10/2023
SS0218;20210218;20210218@student.uns.ac.id;Pandu Permana;5;Psikologi;87834526362;Ada;Ada;3.3;Active;Surabaya;Available;Qualtrics, Excel, NVivo, Jamovi, Google Forms;13/09/2023
SS0219;20220219;20220219@student.uns.ac.id;Lestari Sari;4;Sistem Informasi;85814344211;Ada;Tidak Ada;2.92;Active;Surabaya;Available;SQL, Tableau;02/06/2024
SS0220;20200220;20200220@student.uns.ac.id;Qonita Safitri;9;Teknik Industri;81618842463;Ada;Ada;3.69;Active;Surabaya;Placed;MATLAB, Python, Minitab;17/03/2023
SS0221;20220221;20220221@student.uns.ac.id;Eka Putra;3;Ilmu Komunikasi;87792464299;Ada;Tidak Ada;3.11;Active;Surakarta;Tidak Aktif;Hootsuite, CapCut, WordPress, Google Analytics, Adobe Premiere;18/02/2023
SS0222;20230222;20230222@student.uns.ac.id;Lestari Kusuma;2;Manajemen;85391530075;Ada;Ada;3.17;Active;Malang;Placed;SPSS, Excel;05/05/2024
SS0223;20230223;20230223@student.uns.ac.id;Yuni Oktaviani;3;Informatika;85223057824;Ada;Tidak Ada;3.29;Active;Bandung;Placed;Git, React, MongoDB, Go, Laravel;09/12/2023
SS0224;20210224;20210224@student.uns.ac.id;Eka Saputra;5;Statistika;82278624301;Ada;Ada;2.91;Active;Yogyakarta;Available;SAS, Python, Tableau, Power BI;29/02/2024
SS0225;20230225;20230225@student.uns.ac.id;Ayu Prasetya;3;Manajemen;87896374912;Ada;Tidak Ada;2.85;Active;Bogor;Available;Google Analytics, SPSS;21/10/2024
SS0226;20220226;20220226@student.uns.ac.id;Krisna Firdaus;5;Ilmu Komunikasi;87814715901;Ada;Ada;2.92;Active;Karanganyar;Placed;Google Analytics, Hootsuite, Adobe Premiere, Canva, CapCut;11/06/2024
SS0227;20200227;20200227@student.uns.ac.id;Umar Pratama;7;Sistem Informasi;85702728986;Ada;Tidak Ada;3.2;Active;Yogyakarta;Available;SQL, PHP, SAP, ERPNext;14/03/2024
SS0228;20220228;20220228@student.uns.ac.id;Surya Ramadhani;3;Informatika;85798425079;Tidak Ada;Tidak Ada;3.5;Active;Surakarta;Tidak Aktif;MongoDB, Docker, Flutter, Laravel, Node.js;22/01/2024
SS0229;20210229;20210229@student.uns.ac.id;Anggi Anggraeni;6;Sastra Inggris;81214144246;Ada;Ada;3.39;Active;Magelang;Available;CAT Tools, Grammarly, Microsoft Office, WordPress;16/07/2023
SS0230;20190230;20190230@student.uns.ac.id;Olivia Firdaus;11;Sistem Informasi;85895285994;Ada;Tidak Ada;3.15;Active;Malang;Available;ERPNext, SAP, Power BI, PHP, BPMN;18/12/2023
SS0231;20210231;20210231@student.uns.ac.id;Hasna Hartono;5;Desain Komunikasi Visual;85282930557;Ada;Tidak Ada;3.84;Lulus;Jakarta;Tidak Aktif;Sketch, InDesign, Blender;22/06/2024
SS0232;20210232;20210232@student.uns.ac.id;Hasna Anggraeni;5;Ilmu Komunikasi;85710593948;Ada;Tidak Ada;3.47;Active;Malang;Placed;Figma, Adobe Premiere, Hootsuite, WordPress, CapCut;25/12/2023
SS0233;20200233;20200233@student.uns.ac.id;Ilham Permana;7;Sastra Inggris;81560285869;Ada;Tidak Ada;3.28;Active;Boyolali;Placed;SDL Trados, CAT Tools;11/07/2023
SS0234;20220234;20220234@student.uns.ac.id;Dian Handayani;5;Informatika;87760751210;Ada;Ada;3.38;Active;Bandung;Placed;JavaScript, Python, Go, Java;28/08/2023
SS0235;20200235;20200235@student.uns.ac.id;Indah Cahyono;7;Sistem Informasi;83802459408;Ada;Ada;3.42;Active;Malang;Tidak Aktif;Excel, Power BI, Java, SAP;01/07/2023
SS0236;20210236;20210236@student.uns.ac.id;Umar Syahputra;6;Teknik Mesin;87779507655;Ada;Tidak Ada;3.6;Lulus;Jakarta;Tidak Aktif;AutoCAD, SolidWorks, MATLAB;09/09/2024
SS0237;20210237;20210237@student.uns.ac.id;Ivan Kusuma;7;Ekonomi Pembangunan;85625122584;Ada;Ada;3.53;Active;Surakarta;Placed;EViews, Stata;21/10/2024
SS0238;20210238;20210238@student.uns.ac.id;Fajar Rahmawati;6;Akuntansi;85229496523;Tidak Ada;Tidak Ada;3.3;Active;Surakarta;Available;Excel, Accurate, SAP;16/05/2024
SS0239;20220239;20220239@student.uns.ac.id;Laila Kusuma;5;Desain Komunikasi Visual;81638540700;Ada;Ada;3.07;Active;Surakarta;Placed;InDesign, Adobe Photoshop, Blender, Adobe After Effects;22/05/2023
SS0240;20220240;20220240@student.uns.ac.id;Vino Safitri;3;Statistika;85875385139;Ada;Tidak Ada;3.62;Active;Surakarta;Available;SQL, SPSS, R;12/06/2023
SS0241;20230241;20230241@student.uns.ac.id;Mira Wijaya;3;Teknik Elektro;85662040852;Tidak Ada;Tidak Ada;2.88;Active;Surakarta;Tidak Aktif;C/C++, Proteus, MATLAB, Eagle PCB;01/10/2023
SS0242;20190242;20190242@student.uns.ac.id;Naufal Kusuma;9;Teknik Sipil;82272826593;Ada;Ada;3.18;Lulus;Surakarta;Tidak Aktif;SAP2000, ETABS, MS Project;02/11/2024
SS0243;20220243;20220243@student.uns.ac.id;Satria Hidayat;5;Statistika;81560333085;Ada;Tidak Ada;3.04;Active;Semarang;Available;Python, SAS, SPSS, R;02/05/2023
SS0244;20210244;20210244@student.uns.ac.id;Krisna Oktaviani;6;Teknik Elektro;82109313788;Ada;Ada;3.12;Active;Tangerang;Tidak Aktif;Verilog, Arduino;10/06/2024
SS0245;20190245;20190245@student.uns.ac.id;Rangga Santoso;9;Informatika;85667777365;Ada;Ada;3.11;Active;Malang;Available;MongoDB, Docker, Flutter;16/10/2023
SS0246;20220246;20220246@student.uns.ac.id;Zahra Budiman;4;Teknik Mesin;83819543511;Ada;Ada;2.71;Active;Magelang;Placed;CNC Programming, SolidWorks, ANSYS, MATLAB;22/03/2023
SS0247;20230247;20230247@student.uns.ac.id;Zaki Puspitasari;2;Sistem Informasi;83892333135;Ada;Ada;3.58;Active;Karanganyar;Available;Power BI, ERPNext, Python, Excel;21/08/2024
SS0248;20220248;20220248@student.uns.ac.id;Taufik Oktaviani;4;Akuntansi;82164062606;Ada;Tidak Ada;3.36;Active;Surakarta;Tidak Aktif;SQL, Excel, Accurate;19/11/2024
SS0249;20210249;20210249@student.uns.ac.id;Umar Cahyani;7;Pendidikan Teknik Informatika;87762164834;Ada;Ada;2.91;Active;Surakarta;Available;Figma, JavaScript;26/10/2023
SS0250;20220250;20220250@student.uns.ac.id;Lina Febriani;3;Manajemen;85257252023;Ada;Tidak Ada;3.16;Cuti;Surakarta;Tidak Aktif;Google Analytics, Excel, Power BI, Canva, SQL;03/06/2024
SS0251;20220251;20220251@student.uns.ac.id;Mega Puspitasari;4;Sistem Informasi;82184889199;Ada;Tidak Ada;2.94;Active;Semarang;Placed;SQL, ERPNext, PHP;15/04/2024
SS0252;20230252;20230252@student.uns.ac.id;Galuh Anggraeni;2;Teknik Mesin;81394564464;Ada;Tidak Ada;3.55;Active;Bekasi;Placed;MATLAB, CNC Programming, SolidWorks, ANSYS;01/11/2024
SS0253;20220253;20220253@student.uns.ac.id;Pandu Febriani;4;Informatika;81628678554;Ada;Ada;3.45;Lulus;Yogyakarta;Tidak Aktif;React, Flutter, Python, JavaScript;30/01/2024
SS0254;20210254;20210254@student.uns.ac.id;Rendy Santoso;6;Akuntansi;81346709367;Ada;Tidak Ada;3.51;Active;Semarang;Placed;Excel, SQL, Zahir;27/06/2024
SS0255;20200255;20200255@student.uns.ac.id;Nurul Nugroho;9;Statistika;85717707346;Ada;Ada;3.16;Active;Semarang;Placed;SAS, Tableau, SQL, Excel;05/05/2023
SS0256;20190256;20190256@student.uns.ac.id;Galih Gunawan;11;Informatika;82116457527;Ada;Tidak Ada;2.8;Active;Boyolali;Available;Git, MongoDB;09/06/2024
SS0257;20210257;20210257@student.uns.ac.id;Bagus Maulana;7;Statistika;81567851506;Ada;Tidak Ada;3.62;Active;Malang;Placed;Power BI, MATLAB, Tableau;28/01/2024
SS0258;20230258;20230258@student.uns.ac.id;Nadya Maulana;2;Informatika;85866166894;Ada;Ada;3.16;Active;Surakarta;Placed;Node.js, Go, C++, Flutter, JavaScript;27/12/2023
SS0259;20230259;20230259@student.uns.ac.id;Bayu Sulistyo;2;Teknik Industri;85851611339;Tidak Ada;Ada;3.77;Inactive;Karanganyar;Tidak Aktif;Excel, Python, AutoCAD, Minitab;05/06/2023
SS0260;20210260;20210260@student.uns.ac.id;Lukman Ramadhani;6;Teknik Industri;85261921269;Tidak Ada;Ada;3.67;Inactive;Surabaya;Tidak Aktif;Python, SolidWorks, SAP;25/05/2024
SS0261;20210261;20210261@student.uns.ac.id;Ratna Ardiansyah;6;Desain Komunikasi Visual;85289631963;Tidak Ada;Tidak Ada;2.83;Inactive;Malang;Tidak Aktif;Sketch, Figma, Adobe Photoshop, Adobe After Effects, InDesign;09/04/2024
SS0262;20200262;20200262@student.uns.ac.id;Ivan Cahyani;9;Informatika;85891642301;Ada;Tidak Ada;3.83;Active;Surakarta;Available;MongoDB, Node.js;01/01/2025
SS0263;20200263;20200263@student.uns.ac.id;Amelia Febriani;7;Agroteknologi;81391986370;Ada;Tidak Ada;3.69;Active;Surakarta;Available;Drone Mapping, R;18/11/2024
SS0264;20230264;20230264@student.uns.ac.id;Hasna Hakim;2;Teknik Industri;81263567357;Ada;Tidak Ada;3.62;Lulus;Magelang;Tidak Aktif;AutoCAD, Excel, SolidWorks, Minitab, SAP;10/10/2024
SS0265;20210265;20210265@student.uns.ac.id;Anggi Wulandari;7;Teknik Industri;85700327303;Ada;Ada;3.56;Active;Surakarta;Available;Minitab, Excel;19/04/2024
